GENERIC_NAME,M.W.,ALOGPS_LOGP,#DONOR,#ACCEPTOR,#RINGS,#ROTATABLE_BOND,,POLAR_SURFACE_AREA,REFRACTIVITY,LOGS,POLARIZABILITY,PKA
Benzydamine,309.413,3.78,0,3,3,7,,30.29,105.563,-3.8,35.6204,
Nadolol,309.401,1.23,4,5,2,6,,81.95,85.5269,-2.14,34.6285,14.2192
Metipranolol,309.401,2.13,2,4,1,8,,67.79,86.6315,-3.25,35.8465,
Glycodiazine,309.341,1.27,1,6,2,6,,90.41,77.0072,-3.4,31.2931,
Fluoxetine,309.326,4.09,1,2,2,7,,21.26,80.3675,-5.26,30.3266,
Alprazolam,308.765,2.23,0,3,4,1,,43.07,98.879,-3.98,32.2194,
Indecainide,308.417,3.24,2,2,3,6,,55.12,94.0462,-5.54,35.5594,
Oxybuprocaine,308.416,3.3,1,4,1,11,,64.79,90.6368,-2.75,35.8315,
Gestrinone,308.414,3.39,1,2,4,1,,37.3,93.7255,-4.5,35.6539,18.9027
Phenylbutazone,308.374,2.81,0,2,3,5,,40.62,88.7583,-3.33,34.1535,
Warfarin,308.328,2.41,1,3,3,4,,63.6,86.8601,-3.82,31.9282,19.4185
Nimesulide,308.31,2.56,1,4,2,4,,101.22,76.3067,-4.23,28.8724,
Sulisobenzone,308.3,0.39,2,6,2,4,,100.9,75.7001,-3.16,29.1433,6.56717
Tafamidis,308.116,3.91,1,3,3,2,,63.33,84.6905,-3.98,29.7419,
Fingolimod,307.471,4,3,3,1,12,,66.48,93.28,-4.65,38.813,15.1098
Levobetaxolol,307.434,3,2,4,2,11,,50.72,88.6396,-4.01,37.0559,
Benzatropine,307.429,4.47,0,2,4,4,,12.47,94.2404,-5.41,35.4158,
Betaxolol,307.428,3,2,4,2,11,,50.72,88.6396,-4.01,37.0529,
Tolnaftate,307.409,4.87,0,1,3,3,,12.47,94.9204,-5.75,34.2248,
Zolpidem,307.39,3.15,0,2,3,3,,37.61,93.5837,-3.99,35.0632,
Alcaftadine,307.39,2.09,0,3,4,1,,38.13,102.877,-2.97,34.6806,
Glutathione,307.323,-2.74,6,7,0,9,,158.82,69.1149,-2.54,29.1128,3.73731
Nitazoxanide,307.282,2.14,1,5,2,5,,114.11,73.8902,-4.61,27.543,
Dihomo-gamma-linolenic acid,306.483,7.24,1,2,0,15,,37.3,98.8374,-6.6,39.0141,
Oxandrolone,306.44,3.36,1,2,4,0,,46.53,84.749,-4.34,35.2861,
Potassium Citrate,306.394,-0.7,1,7,0,5,,140.62,68.1352,-0.89,14.2322,4.67484
Ruxolitinib,306.365,2.94,1,4,4,4,,83.18,98.0065,-3.42,33.042,
Fluconazole,306.271,0.58,1,5,3,5,,81.65,97.1995,-2.34,26.5212,
Sertraline,306.23,5.06,1,1,3,2,,12.03,85.741,-6.32,32.4429,
Technetium Tc-99m medronate,305.906,1.03,0,6,0,2,,126.38,23.3917,-1.5,10.0586,2.02361
Fenoldopam,305.756,2.39,4,4,3,1,,72.72,82.6847,-3.05,30.7055,9.70618
Clioquinol,305.5,3.66,1,2,2,0,,33.12,60.1275,-3.06,22.6268,
Capsaicin,305.412,3.8,2,3,1,9,,58.56,90.3174,-4.56,36.3207,15.9501
Zucapsaicin,305.412,3.8,2,3,1,9,,58.56,90.3174,-4.56,35.3404,15.9501
Zaleplon,305.334,2,0,4,3,3,,74.29,97.2364,-3.88,32.0934,
Entacapone,305.286,2.5,2,6,1,5,,130.38,80.5128,-3.58,29.4825,10.7175
Melphalan,305.2,-0.22,2,4,1,8,,66.56,78.2315,-2.93,31.3837,
Diclofenamide,305.159,0.92,2,4,1,2,,120.32,59.9834,-2.88,25.0393,8.89025
Delorazepam,305.159,3.46,1,2,3,1,,41.46,81.5008,-4.68,29.4409,
Mepiprazole,304.82,3.31,1,3,3,4,,35.16,88.9684,-2.87,34.3031,
Cetylpyridinium,304.541,3.18,0,0,1,15,,3.88,99.1421,-7.72,42.2116,
Drostanolone,304.467,3.81,1,2,4,0,,37.3,88.1776,-4.7,36.7918,
Flupirtine,304.32,2.61,3,5,2,6,,89.27,85.4865,-3.62,31.3667,
Spaglumic Acid,304.255,-1.05,5,8,0,9,,170.1,64.0643,-1.97,27.3704,3.61031
Chlorambucil,304.212,3.81,1,3,1,9,,40.54,79.6828,-3.59,31.9823,
Phenoxybenzamine,303.826,4.26,0,2,2,8,,12.47,88.915,-4.47,34.0924,
Clofarabine,303.677,0.32,3,7,3,2,,119.31,67.0021,-1.79,26.0597,14.6893
Vildagliptin,303.399,1.12,2,4,4,3,,76.36,81.9991,-2.24,33.1696,
Scopolamine,303.353,1.4,1,4,4,5,,62.3,79.7213,-1.66,31.4101,
Cocaine,303.353,1.97,0,3,3,5,,55.84,81.1604,-1.78,32.3627,
Fenoterol,303.353,1.36,5,5,2,6,,92.95,84.9976,-3.27,31.7517,10.236
Ezogabine,303.331,3.07,3,4,2,6,,76.38,87.0164,-3.99,31.9654,
Flumazenil,303.288,1.54,0,3,3,3,,64.43,87.9286,-2.46,29.9695,
Nedaplatin,303.181,-0.84,0,0,1,0,,90.81,43.2337,-0.35,11.496,
Etacrynic acid,303.138,3.42,1,4,1,6,,63.6,72.224,-4.19,28.5696,
Fludiazepam,302.731,2.83,0,2,3,1,,32.67,80.0283,-4.32,29.4526,
Icosapent,302.451,6.53,1,2,0,13,,37.3,101.071,-6.02,35.9293,
Methyltestosterone,302.451,3.61,1,2,4,0,,37.3,89.068,-4.34,35.6499,
Emedastine,302.414,2.91,0,4,3,5,,33.53,90.4747,-2.32,35.4942,
Formestane,302.408,2.57,1,3,4,0,,54.37,85.5749,-3.72,34.073,19.9571
Masoprocol,302.365,3.44,4,4,2,5,,80.92,86.619,-4.35,33.6291,9.8083
Safinamide,302.349,2.59,2,3,2,7,,64.35,82.9989,-4.49,32.1622,
Hesperetin,302.279,2.52,3,6,3,2,,96.22,77.753,-3.34,29.3012,9.74331
Olsalazine,302.239,2.77,4,8,2,4,,139.78,78.8512,-3.59,28.6074,3.52881
Erythrityl Tetranitrate,302.11,1.68,0,12,0,11,,220.2,53.2546,-3.19,20.2713,
Trihexyphenidyl,301.466,4.93,1,2,3,5,,23.47,93.2052,-4.98,36.7271,
Isoxsuprine,301.386,2.06,3,4,2,7,,61.72,86.6392,-3.77,34.1159,14.0296
Dobutamine,301.38,2.97,4,4,2,7,,72.72,88.3911,-4.34,34.439,10.7934
Dihydrocodeine,301.38,1.58,1,4,5,1,,41.93,83.6421,-2.1,32.825,
Oxymorphone,301.337,1.26,2,5,5,0,,70,79.5595,-1.07,30.767,13.5809
Chlorcyclizine,300.826,4.16,0,2,3,3,,6.48,89.7384,-3.85,33.4978,
Temazepam,300.74,2.16,1,3,3,1,,52.9,81.0103,-3.75,30.3212,
Clobazam,300.74,2.14,0,2,3,1,,40.62,80.2986,-3.26,30.0661,
Allylestrenol,300.478,5.14,1,1,4,2,,20.23,93.1439,-5.73,37.1738,
Alitretinoin,300.435,5.66,1,2,1,5,,37.3,97.7908,-4.8,35.9513,
Tretinoin,300.435,5.66,1,2,1,5,,37.3,97.7908,-4.8,36.6194,
Isotretinoin,300.435,5.66,1,2,1,5,,37.3,97.7908,-4.8,36.148,
Testolactone,300.392,2.33,0,2,4,0,,43.37,85.791,-4.12,33.416,
Tazobactam,300.291,-1.8,1,7,3,3,,122.46,74.8153,-1.5,26.216,18.6424
Diosmetin,300.263,3.06,3,6,3,2,,96.22,79.3771,-3.6,29.8367,9.11889
Metoclopramide,299.796,2.18,2,4,1,7,,67.59,83.5178,-2.99,32.7005,18.7763
Chlordiazepoxide,299.755,2.01,1,3,3,1,,50.46,87.3403,-4.18,31.2207,16.4318
Vortioxetine,299.46,1.62,1,1,3,3,,19.85,105.423,-6.68,35.2767,
Nylidrin,299.414,2.73,3,3,2,7,,52.49,90.0556,-4.17,34.5592,14.0303
Codeine,299.364,1.2,1,4,5,1,,41.93,84.6047,-2.72,31.9524,
Hydrocodone,299.364,2.13,0,4,5,1,,38.77,82.7447,-2.57,32.0493,
Imipenem,299.346,-0.19,3,6,2,6,,116.22,75.8434,-2.59,31.0962,15.0007
Magnesium salicylate,298.531,2.86,1,3,2,2,,60.36,46.1322,-3.64,12.3759,13.2287
Alimemazine,298.446,4.82,0,2,3,4,,6.48,93.3679,-4.55,34.8296,
Norethisterone,298.419,2.72,1,2,4,0,,37.3,87.4245,-4.65,34.7146,19.2783
Minaprine,298.383,2.15,1,5,3,5,,50.28,91.1707,-3.63,33.82,
Artemether,298.375,3.02,0,5,4,1,,46.15,74.6605,-2.81,32.1173,
Zaltoprofen,298.36,3.55,1,3,3,2,,54.37,83.6909,-4.33,31.1587,12.9234
Amlexanox,298.293,2.76,2,5,3,2,,102.51,81.4338,-3.31,30.825,
Cisplatin,298.035,,2,2,0,0,,52.04,22.8408,,10.3071,
Hydrochlorothiazide,297.739,-0.16,3,5,2,1,,118.36,63.1096,-2.12,25.3513,9.82693
Duloxetine,297.415,4.72,1,2,3,6,,21.26,87.7339,-5,33.1528,
Nelarabine,297.267,-0.81,4,9,3,3,,148.77,69.6048,-1.33,27.6765,13.8893
Vaborbactam,297.13,1.02,3,5,2,5,,95.86,67.1398,-3.28,29.6661,8.83515
Disulfiram,296.539,3.88,0,0,0,7,,6.48,88.2352,-4.37,31.5989,
Methdilazine,296.43,4.56,0,2,4,2,,6.48,91.6363,-4.3,33.3708,
Palonosetron,296.414,2.72,0,2,5,1,,23.55,88.5213,-2.81,33.8999,
Exemestane,296.403,2.67,0,2,4,0,,34.14,89.0269,-4.64,33.7063,
Ethinyl Estradiol,296.403,3.63,2,2,4,0,,40.46,87.3745,-4.64,34.5335,17.5949
Eslicarbazepine acetate,296.326,1.99,1,2,3,2,,72.63,81.4384,-3.43,30.1915,
Trifluridine,296.2,-0.45,3,5,2,3,,99.1,56.3445,-1.65,23.0741,13.9079
Diclofenac,296.149,4.98,2,3,2,4,,49.33,75.4614,-4.82,27.9317,16.4019
Meclofenamic acid,296.149,5.11,2,3,2,3,,49.33,76.4512,-4.91,28.4396,17.0524
Pitolisant,295.85,4.47,0,2,2,8,,12.47,86.8124,-5.32,35.4963,
Chlorothiazide,295.723,0.41,2,6,2,1,,118.69,62.5082,-2.87,24.5462,10.1157
Pizotifen,295.44,4.7,0,1,4,0,,3.24,101.102,-4.62,34.3561,
Dosulepin,295.44,4.98,0,1,3,3,,3.24,104.59,-5.71,34.568,
Normethadone,295.426,3.84,0,2,2,7,,20.31,92.8501,-4.6,34.6692,
Sumatriptan,295.4,1.17,2,3,2,5,,65.2,82.0842,-3.37,32.3053,17.1402
Esmolol,295.374,2.02,2,4,1,10,,67.79,81.0532,-3.31,33.6762,
Mebendazole,295.293,2.95,2,4,3,4,,84.08,81.5039,-3.88,31.099,13.9233
Estazolam,294.738,1.72,0,3,4,1,,43.07,94.4383,-3.84,29.8272,
Trimipramine,294.434,4.67,0,2,3,4,,6.48,95.022,-4.05,35.6716,
Dimetacrine,294.434,4.96,0,2,3,4,,6.48,105.523,-3.93,35.8695,
Propoxycaine,294.395,2.89,1,4,1,10,,64.79,86.0358,-2.22,34.2019,
Proparacaine,294.389,2.97,1,4,1,10,,64.79,86.0358,-2.33,34.0008,
Alosetron,294.351,1.85,1,2,4,2,,53.92,86.4054,-2.83,32.5171,
Sulfacytine,294.33,0.51,2,5,2,3,,104.86,75.488,-2.8,29.428,
Rosoxacin,294.305,1.85,1,5,3,3,,70.5,83.0557,-3.46,30.8041,
Aspartame,294.303,-1.18,3,5,1,8,,118.72,73.2182,-2.65,29.5807,12.1761
Radium Ra 223 Dichloride,293.924,0.37,0,0,0,0,,0,12.2726,-0.6,7.26354,
Lumiracoxib,293.721,4.56,2,3,2,4,,49.33,75.9142,-4.73,28.5319,15.8732
Butriptyline,293.446,,0,1,3,4,,3.24,95.9531,,35.5303,
Pramocaine,293.407,3.03,0,4,2,9,,30.93,84.817,-3.12,35.1145,
Anastrozole,293.366,2.31,0,4,2,4,,78.29,97.4729,-3.65,31.9654,
Ondansetron,293.363,2.56,0,2,4,2,,39.82,86.7795,-3.07,33.1604,
Oxaprozin,293.317,3.33,1,3,3,5,,63.33,81.8793,-3.96,31.6893,
Dimetindene,292.418,4.03,0,2,3,5,,16.13,93.5661,-3.88,34.9046,
Carteolol,292.373,1.05,3,4,2,6,,70.59,83.1416,-2.84,32.7897,14.1896
Edetic Acid,292.243,-1.25,4,10,0,11,,155.68,62.3456,-1.5,25.6373,2.35614
Brimonidine,292.135,1.27,2,5,3,1,,62.2,68.4944,-3.28,25.7439,
Terbinafine,291.43,5.51,0,1,2,6,,3.24,98.0752,-5.6,35.8267,
Penbutolol,291.428,3.84,2,3,2,7,,41.49,86.6043,-4.14,34.5786,
Cyclopentolate,291.385,2.09,1,3,2,7,,49.77,82.8058,-2.29,32.5059,
Levobunolol,291.385,2.06,2,4,2,6,,58.56,83.2824,-3.07,33.3849,16.5208
Technetium Tc-99m oxidronate,290.906,-1.06,5,7,0,2,,135.29,29.7229,-1.15,11.9422,1.50953
Lindane,290.83,3.94,0,0,1,0,,0,54.081,-4.73,23.0836,
Carbinoxamine,290.788,3.03,0,3,2,6,,25.36,82.1278,-3.11,31.6994,
Azatadine,290.402,3.67,0,2,4,0,,16.13,101.529,-3.41,34.0092,
Succinylcholine,290.399,-2.49,0,2,0,11,,52.6,100.941,-5.68,33.1548,
Octinoxate,290.397,5.62,0,2,1,10,,35.53,86.4404,-5.81,34.8377,
Procaterol,290.358,1.28,4,4,2,5,,81.59,84.5808,-2.95,31.6905,13.8521
Trimethoprim,290.318,1.26,2,7,2,5,,105.51,81.5094,-2.67,29.7137,
Chloropyramine,289.803,3.79,0,3,2,6,,19.37,86.0797,-2.82,32.254,
Clofedanol,289.8,3.51,1,2,2,5,,23.47,84.9366,-3.67,31.2527,
Quinethazone,289.739,1.6,3,4,2,2,,101.29,69.3412,-2.06,27.2989,12.7532
Polaprezinc,289.6,-0.64,2,6,1,6,,121.13,65.599,-1.5,21.5184,12.8672
Triclosan,289.542,5.53,1,1,2,2,,29.46,68.6941,-4.68,25.924,
Dyclonine,289.413,4.11,0,3,2,8,,29.54,87.068,-3.8,35.1391,
Hyoscyamine,289.369,2.19,1,3,3,5,,49.77,80.8164,-2.06,31.7411,
Atropine,289.369,2.19,1,3,3,5,,49.77,80.8164,-2.06,31.2786,
Bupivacaine,288.428,3.31,1,2,2,5,,32.34,90.1933,-3.47,34.1944,
Levobupivacaine,288.428,3.31,1,2,2,5,,32.34,90.1933,-3.47,34.4481,
Testosterone,288.424,2.99,1,2,4,0,,37.3,84.4298,-3.94,34.0203,19.3777
Prasterone,288.424,3.53,1,2,4,0,,37.3,84.6589,-3.82,34.094,19.9577
Estriol,288.381,2.54,3,3,4,0,,60.69,81.2662,-3.38,33.0746,13.6241
Sodium lauryl sulfate,288.379,3.86,0,3,0,12,,66.43,67.813,-4.38,31.1654,
Fospropofol,288.277,2.23,2,4,1,6,,75.99,72.8775,-2.98,28.9969,6.49552
Procyclidine,287.44,4.13,1,2,3,5,,23.47,88.6042,-4.47,34.4346,
Cycrimine,287.44,4.15,1,2,3,5,,23.47,88.6042,-4.5,34.7836,
Cyproheptadine,287.398,5.02,0,1,4,0,,3.24,105.174,-4.33,34.1686,
Naftifine,287.398,4.96,0,1,3,5,,3.24,95.9821,-6.1,34.0455,
Zolmitriptan,287.357,2.25,2,2,3,5,,57.36,82.4392,-3.18,31.6505,17.1458
Galantamine,287.354,1.39,1,4,4,1,,41.93,82.3049,-2.23,31.4023,
Etodolac,287.354,3.39,2,3,3,4,,62.32,81.1573,-3.87,31.9362,16.1782
Ritodrine,287.354,1.53,4,4,2,6,,72.72,83.0167,-3.21,31.5573,10.4842
Trolamine salicylate,287.312,1.96,2,3,1,7,,57.53,35.2951,-1.09,12.8202,13.2287
Incadronic acid,287.189,-0.06,5,7,1,4,,127.09,61.7702,-1.36,25.0837,-0.39255
Oxazepam,286.713,2.01,2,3,3,1,,61.69,77.8944,-3.51,28.3792,12.4671
Vitamin A,286.452,6.38,1,1,1,5,,20.23,97.9234,-4.58,36.4278,
Thonzylamine,286.379,2.4,0,5,2,7,,41.49,86.1918,-2.59,32.416,
Abacavir,286.332,0.61,3,6,4,4,,101.88,82.6231,-2.37,30.4324,16.7078
Cladribine,285.687,-0.12,3,7,3,2,,119.31,67.1835,-1.65,25.9333,14.7849
Pentazocine,285.424,4.44,1,2,3,2,,23.47,89.7993,-3.37,33.8619,
Isothipendyl,285.407,3.45,0,3,3,3,,19.37,86.6615,-3.31,31.9046,
Mepyramine,285.384,2.89,0,4,2,7,,28.6,87.7381,-2.56,32.8927,
Probenecid,285.359,1.52,1,4,1,6,,74.68,73.8107,-2.83,29.963,
Morphine,285.338,0.99,2,4,5,0,,52.93,80.1224,-1.45,29.951,13.7831
Hydromorphone,285.338,1.69,1,4,5,0,,49.77,78.2624,-1.81,30.0232,18.0021
Letrozole,285.303,1.86,0,4,3,3,,78.29,94.4741,-3.55,29.5891,
Fludarabine,285.235,-0.62,4,8,3,2,,139.54,64.0592,-1.37,25.1599,13.8911
Mazindol,284.74,2.64,1,3,4,1,,35.83,79.4221,-3.31,29.4231,
Diazepam,284.74,2.63,0,2,3,1,,32.67,79.8119,-4.37,29.3865,
Cetrimonium,284.543,2.48,0,0,0,15,,0,104.987,-7.79,41.086,
Stearic acid,284.477,8.02,1,2,0,16,,37.3,86.2856,-6.63,38.6356,
Promazine,284.419,4.63,0,2,3,4,,6.48,88.9515,-4.14,32.742,
Promethazine,284.419,4.52,0,2,3,3,,6.48,88.5049,-4.07,32.385,
Articaine,284.374,1.9,2,4,1,7,,70.92,77.5333,-3.89,30.8008,
Etozoline,284.37,2.27,0,3,2,4,,49.85,85.497,-1.7,30.3489,
Tropicamide,284.353,1.42,1,3,2,6,,53.43,82.5347,-2.88,29.7797,
Tropisetron,284.353,3.14,1,2,4,3,,45.33,81.5023,-2.33,31.3547,
Ataluren,284.242,2.96,1,4,3,3,,76.22,94.6594,-3.38,27.6561,
Levallorphan,283.408,3.91,1,2,4,2,,23.47,87.2436,-4.05,32.6775,
Oxtriphylline,283.327,-0.99,0,4,2,2,,66.4,45.5132,-1.87,16.4919,
Risedronate,283.112,-0.75,5,8,1,4,,148.18,57.1247,-1.43,21.9074,1.4432
Oleic Acid,282.461,7.68,1,2,0,15,,37.3,87.4022,-6.37,37.6409,
Niflumic Acid,282.218,4.33,2,4,2,4,,62.22,65.9307,-3.5,24.2128,16.4381
Colestipol,281.826,,5,5,1,11,,88.13,56.0418,,23.97,
Alverine,281.435,5.73,0,1,2,9,,3.24,92.6739,-5.47,35.416,
Diphenylpyraline,281.392,3.82,0,2,3,4,,12.47,87.359,-4.18,32.9709,
Phentolamine,281.352,2.91,2,4,3,4,,47.86,84.2513,-3.02,31.3662,
Nitrazepam,281.266,1.95,1,4,3,2,,87.28,79.2159,-3.97,27.586,
Almasilate,280.445,,0,4,0,0,,92.24,5.7716,,5.13922,12.359
Imipramine,280.407,4.53,0,2,3,4,,6.48,90.6056,-3.63,33.3917,
Phenprocoumon,280.318,3.81,1,2,3,3,,46.53,81.6436,-3.76,29.9187,
Sulfametopyrazine,280.303,0.41,2,6,2,3,,107.2,70.367,-2.84,27.1213,
Levosimendan,280.285,2.69,2,6,2,3,,113.43,77.6308,-3.5,28.6676,11.8122
Sibutramine,279.848,5.05,0,1,2,5,,3.24,83.9214,-5.47,32.9023,
Moxisylyte,279.38,3.22,0,3,1,7,,38.77,80.9047,-2.84,32.3879,
Doxepin,279.376,4.08,0,2,3,3,,12.47,98.2448,-3.94,32.4714,
Ramosetron,279.343,2.22,1,2,4,2,,50.68,82.1429,-3.6,31.1954,16.3102
Oxamniquine,279.335,1.54,3,5,2,5,,90.11,79.865,-3.35,30.1873,18.7319
Cidofovir,279.187,-2.12,4,8,1,6,,145.68,60.4279,-1.38,24.4437,7.90487
Alpha-Linolenic Acid,278.43,6.62,1,2,0,13,,37.3,89.6354,-6.02,34.9804,
Triprolidine,278.391,4.14,0,2,3,4,,16.13,98.5253,-3.72,33.0945,
Demexiptiline,278.348,3.21,1,3,3,4,,33.62,87.0587,-5,32.4522,
Sulfamethazine,278.33,0.43,2,5,2,2,,97.97,73.3839,-3.08,28.8019,
Pentoxifylline,278.307,0.08,0,4,2,5,,75.51,73.5223,-1.73,29.2696,
Ferrous sulfate,278.015,,0,4,0,0,,80.26,11.5274,,5.80529,1.89643
Perhexiline,277.488,5.87,1,1,3,4,,12.03,87.2286,-7.01,36.2152,
Padimate O,277.408,5.11,0,2,1,9,,29.54,84.6601,-3.89,33.731,
Amitriptyline,277.403,5.1,0,1,3,3,,3.24,101.507,-4.79,33.7394,
Maprotiline,277.403,4.89,1,1,4,4,,12.03,99.3017,-6.27,33.5728,
Venlafaxine,277.402,2.69,1,3,2,5,,32.7,83.0242,-3.08,32.3319,
Entecavir,277.279,-0.81,4,7,3,2,,125.76,71.0008,-1.62,27.3087,14.6426
Azathioprine,277.263,0.84,1,6,3,3,,118.1,70.9462,-2.41,24.2588,
Clenbuterol,277.19,2.94,3,3,1,4,,58.28,73.3841,-3.39,28.8062,17.8385
Chlorpropamide,276.74,2.15,2,3,1,3,,75.27,65.4326,-3.25,27.057,17.0709
Etidocaine,276.417,3.66,1,3,1,7,,35.83,88.2266,-3.78,33.3763,
Molindone,276.374,2.09,1,3,3,3,,45.33,81.0594,-2.77,32.0002,16.7293
Cyclandelate,276.371,3.79,1,2,2,4,,46.53,78.0594,-3.44,30.9487,
Flutamide,276.212,2.55,1,3,1,4,,74.92,63.4208,-4.69,23.204,
Cyclobenzaprine,275.387,4.73,0,1,3,3,,3.24,102.624,-4.6,32.9464,
Physostigmine,275.346,1.8,1,3,3,2,,44.81,78.3968,-2.44,30.6181,
Iobenguane,275.09,1.53,2,3,1,2,,64.4,58.3157,-3.5,21.9277,
Chlorphenamine,274.788,3.74,0,2,2,5,,16.13,80.8503,-3.72,30.8212,
Ropivacaine,274.401,2.91,1,2,2,4,,32.34,85.5923,-3.04,32.6654,
Ensulizole,274.29,1.03,2,4,3,2,,83.05,80.6926,-2.94,27.7268,10.7064
Chlormezanone,273.736,0.84,0,3,2,1,,54.45,64.88,-2.23,25.8934,
Carprofen,273.714,4.09,2,2,3,2,,53.09,74.1591,-4.86,28.5583,14.8043
Modafinil,273.35,1.75,1,2,2,5,,60.16,77.3886,-2.64,28.7147,19.2526
Armodafinil,273.35,1.75,1,2,2,5,,60.16,77.3886,-2.64,28.2044,19.2526
Stepronin,273.329,1.29,2,4,1,6,,83.47,64.7985,-3.11,25.9799,14.6355
Flutemetamol (18F),273.32,4.16,2,3,3,2,,45.15,84.6214,-4.31,28.188,18.4436
Pomalidomide,273.244,0.02,2,5,3,1,,109.57,69.0252,-2.03,25.8128,16.7427
Tolcapone,273.241,2.63,2,5,2,3,,103.35,72.9612,-3.68,26.4363,10.6307
Technetium Tc-99m pyrophosphate,272.847,1.43,0,6,0,2,,135.61,21.038,-1.6,9.02881,3.06039
Estradiol,272.382,3.57,2,2,4,0,,40.46,79.9047,-4.11,32.1302,19.3777
Sotalol,272.364,0.85,3,4,1,5,,78.43,71.1191,-2.54,29.3407,14.1006
Arbutin,272.251,-1.36,5,7,2,3,,119.61,62.1642,-0.84,25.8662,12.2018
Zoledronic acid,272.09,-0.93,5,8,1,4,,153.11,52.1577,-1.92,20.0973,1.42038
Bupranolol,271.783,3.14,2,3,1,6,,41.49,74.8597,-3.28,30.3489,
Dextromethorphan,271.404,3.75,0,2,4,1,,12.47,82.5632,-4.5,31.8559,
Chloroprocaine,270.755,2.72,1,3,1,7,,55.56,75.1048,-2.32,28.7358,
Doxylamine,270.369,2.9,0,3,2,6,,25.36,82.2373,-2.7,31.091,
Estrone,270.366,4.03,1,2,4,0,,37.3,79.0824,-4.84,31.2724,19.9575
Tolbutamide,270.348,2.04,2,3,1,4,,75.27,70.27,-3.13,29.0995,18.1148
Sulfamethizole,270.331,0.53,2,5,2,2,,97.97,66.8358,-2.65,26.2642,
Leflunomide,270.207,2.52,1,2,2,3,,55.13,64.1569,-3.51,23.1073,
Teriflunomide,270.207,2.3,2,3,1,3,,73.12,64.3928,-4.34,23.1529,13.0774
Orphenadrine,269.381,3.5,0,2,2,6,,12.47,84.9682,-3.95,31.8345,
Rizatriptan,269.345,1.67,1,3,3,5,,49.74,93.1323,-2.9,29.9998,
Moclobemide,268.739,1.56,1,3,2,4,,41.57,71.9315,-2.38,28.2782,
Diethylstilbestrol,268.35,4.62,2,2,2,4,,40.46,83.2406,-4.39,30.6885,9.73149
Equilin,268.35,3.8,1,2,4,0,,37.3,79.9324,-4.3,30.5503,19.6422
Dexrazoxane,268.269,-1.05,2,6,2,3,,98.82,64.2532,-1.41,26.1218,11.8009
Pentostatin,268.269,-2.03,4,7,3,2,,112.13,64.9814,-1.4,26.4405,13.9476
Inosine,268.226,-1.74,4,8,3,2,,129.2,60.8984,-1.27,24.5965,12.4565
Metoprolol,267.364,1.8,2,4,1,9,,50.72,76.6976,-2.82,31.8959,
Apomorphine,267.322,2.51,2,3,4,0,,43.7,79.9881,-2.72,29.6955,12.6755
Sulfisoxazole,267.304,1.14,2,4,2,2,,98.22,67.9186,-2.93,26.9261,
Sulfamoxole,267.304,1.04,2,4,2,2,,98.22,67.5145,-3,27.4442,
Voglibose,267.276,-2.34,8,8,1,5,,153.64,59.5467,-0.15,26.0206,13.2652
Vidarabine,267.241,-1.21,4,8,3,2,,139.54,63.1956,-1.28,24.4918,13.8912
Zidovudine,267.241,-0.1,2,6,2,3,,108.3,61.7045,-1.21,24.929,9.96042
Adenosine,267.241,-1.21,4,8,3,2,,139.54,63.1956,-1.28,25.2831,13.8912
Desipramine,266.381,4.02,1,2,3,4,,15.27,85.3109,-3.83,31.7441,
Cyclizine,266.381,3.55,0,2,3,3,,6.48,84.9336,-3.55,31.5296,
Trimetazidine,266.341,0.85,1,5,2,5,,42.96,74.7457,-2.55,29.1548,
Atenolol,266.336,0.57,3,4,1,8,,84.58,73.5053,-2.79,29.983,15.9501
Practolol,266.336,0.53,3,4,1,7,,70.59,75.2385,-2.74,30.3879,15.034
Dienestrol,266.334,5.18,2,2,2,3,,40.46,84.3572,-4.33,30.3022,9.70162
Nevirapine,266.298,1.75,1,4,4,1,,58.12,77.482,-3.41,27.7997,
Doxofylline,266.257,-0.94,0,5,3,2,,76.9,64.6868,-1.26,25.9221,
Thiamine,265.355,-2.11,2,4,2,4,,75.91,73.3997,-4.29,28.1441,19.2556
Mirtazapine,265.353,2.9,0,3,4,0,,19.37,82.6553,-2.38,30.3504,
Antazoline,265.353,3.22,1,3,3,5,,27.63,82.8875,-3.37,30.112,
Oxprenolol,265.348,2.44,2,4,1,9,,50.72,76.0014,-2.59,30.3107,
Albendazole,265.331,3.22,2,3,2,5,,67.01,73.0091,-4.07,29.2995,13.9422
Avibactam,265.24,-1.79,2,5,2,3,,130.24,52.4834,-1.25,22.3882,15.0511
Streptozocin,265.221,-1.71,5,7,1,3,,151.92,55.9552,-0.9,23.7421,12.4952
Amfecloral,264.579,,0,1,1,4,,12.36,67.9731,,25.3572,
Tetracaine,264.369,3.54,1,3,1,9,,41.57,80.1698,-2.68,31.9037,
Mianserin,264.365,3.52,0,2,4,0,,6.48,84.4987,-3.06,30.7618,
Propacetamol,264.325,1.96,1,3,1,7,,58.64,74.9796,-2.71,29.1734,
Vorinostat,264.32,1.88,3,3,1,8,,78.43,73.8051,-3.57,28.3868,14.204
Sulfamerazine,264.304,0.44,2,5,2,2,,97.97,68.7924,-2.94,26.5067,
Ticlopidine,263.786,4.25,0,1,3,2,,3.24,74.328,-4.08,27.9887,
Lisdexamfetamine,263.378,1.01,3,3,1,8,,81.14,78.3148,-3.48,31.281,
